id,customer,price
4060,qyt,1106
4061,bwk,3363
4062,lmj,3249
4063,lkw,2354
4064,sjq,1486
4065,zqg,4055
4066,dzh,904
4067,zhj,1050
4068,dsk,648
4069,nbq,1482
4070,hzk,3047
4071,xzs,2026
4072,jpn,3094
4073,sdz,3683
4074,xbh,4711
4075,wqd,1983
4076,ypk,961
4077,nhd,2007
4078,pcl,4075
4079,lpq,4291
4080,jch,4436
4081,trk,161
4082,lby,329
4083,qbf,3879
4084,tlq,4594
4085,fgy,4522
4086,fzy,2475
4087,slf,1114
4088,mlp,1786
4089,jql,3872
4090,qzs,3133
4091,zgk,2621
4092,dlf,2309
4093,jrq,1941
4094,dqs,4386
4095,thz,1317
4096,yyn,3815
4097,rjf,4721
4098,zfc,4650
4099,fpt,3093
4100,ygz,4279
4101,mft,4264
4102,xtn,2987
4103,mbn,1568
4104,dbg,4132
4105,lft,3021
4106,zdb,3017
4107,zlm,3339
4108,plw,3659
4109,jzx,14
4110,dgb,3321
4111,nsw,4
4112,cjh,3543
4113,hnz,927
4114,ptj,4948
4115,zmg,1104
4116,wmr,1396
4117,gwn,419
4118,jww,3350
4119,qtc,1252
4120,gsb,2372
4121,wqz,2739
4122,jph,439
4123,jrg,1389
4124,bbn,1018
4125,sdh,1553
4126,ymx,3425
4127,bcy,4637
4128,rrq,4031
4129,pxm,4268
4130,dmq,1997
4131,gst,3436
4132,pxn,116
4133,gzc,998
4134,ntf,184
4135,kmc,4549
4136,tzt,4819
4137,mhm,4204
4138,mnj,2130
4139,lzp,229
4140,frm,2008
4141,plj,1482
4142,fxc,4968
4143,hjf,2147
4144,qpr,1615
4145,ckj,2723
4146,ctk,3427
4147,xdh,352
4148,syk,1350
4149,wgt,943
4150,xhc,1373
4151,ytz,2352
4152,xdt,1410
4153,nfs,2632
4154,czg,4542
4155,mdn,919
4156,dpy,3046
4157,snt,1767
4158,qkt,142
4159,sxd,2360
4160,pyf,4291
4161,scf,4408
4162,tjq,2730
4163,zgq,4888
4164,mxr,199
4165,mpl,1906
4166,lml,2272
4167,tds,4036
4168,ddj,4128
4169,clt,3708
4170,tdg,3800
4171,bgz,1261
4172,jmp,1142
4173,hnh,734
4174,jbx,4976
4175,wpg,4564
4176,ymt,2880
4177,pfb,2381
4178,qlg,4561
4179,jbl,410
4180,hhx,1138
4181,fbz,1941
4182,mss,2946
4183,jnp,2656
4184,pxj,1015
4185,yzn,2130
4186,tct,3436
4187,fxs,3382
4188,qlp,4355
4189,rdq,2446
4190,hbc,2977
4191,cbb,4215
4192,fwf,974
4193,jrz,41
4194,gqg,1684
4195,qgt,2826
4196,tlx,3303
4197,sdx,130
4198,mwl,4301
4199,xdq,3077
4200,cft,1416
4201,sqh,3061
4202,myr,4516
4203,rdm,1383
4204,ytj,1751
4205,wnd,2937
4206,ktq,1282
4207,bbs,3226
4208,znw,3925
4209,mwn,239
4210,myg,950
4211,cyy,4
4212,ctm,3949
4213,fhx,2190
4214,tjh,4030
4215,fng,2305
4216,fxb,312
4217,lyk,540
4218,nwx,22
4219,mdg,3196
4220,jbj,1410
4221,qpr,3518
4222,lbq,2134
4223,plt,3124
4224,kxt,383
4225,khn,1661
4226,swl,2661
4227,bbt,899
4228,spf,2603
4229,lbs,2990
4230,ljh,789
4231,rfj,3949
4232,sfr,4533
4233,zxf,3691
4234,twk,377
4235,fhg,1204
4236,yfs,1897
4237,spt,2328
4238,nsc,3740
4239,mzr,353
4240,lqp,471
4241,lhj,12
4242,bpq,1161
4243,lrx,4220
4244,wgm,1413
4245,zls,2582
4246,xls,1141
4247,bnj,4424
4248,mtg,1100
4249,ldf,1396
4250,knj,2225
4251,ctn,3560
4252,hxs,1504
4253,zck,590
4254,hln,604
4255,rtx,4261
4256,tgl,776
4257,shm,4899
4258,wcq,498
4259,nhk,1584
4260,pxw,2335
4261,gsj,4143
4262,trq,31
4263,qzg,1663
4264,qpl,360
4265,fgr,1754
4266,rnq,4560
4267,qts,4813
4268,wxb,869
4269,btn,2852
4270,rjq,364
4271,xlt,1100
4272,jyf,1470
4273,pfx,2889
4274,pft,1659
4275,dyj,3998
4276,gwr,4830
4277,rzd,4758
4278,fcy,2941
4279,gdc,2160
4280,sps,4937
4281,qbs,3196
4282,wsf,4680
4283,ydh,2348
4284,tcm,50
4285,jcl,1707
4286,sjn,1947
4287,xjl,4358
4288,pmt,3967
4289,rgy,1534
4290,nyw,4393
4291,bpb,4065
4292,mnl,748
4293,wbp,4608
4294,xwb,4335
4295,mrn,249
4296,rlz,3766
4297,hpx,4953
4298,qbr,953
4299,tmz,2937
4300,wxj,4428
4301,wlz,4221
4302,rkf,4199
4303,nfm,4813
4304,bfz,3996
4305,std,2759
4306,mmj,275
4307,ltb,2079
4308,whc,163
4309,njh,3740
4310,zkf,1077
4311,jzz,1891
4312,ldl,330
4313,dcf,4045
4314,nxj,1998
4315,dzx,1775
4316,ncf,2951
4317,tmn,3400
4318,rdq,3309
4319,cbc,4027
4320,mxc,641
4321,xgh,3229
4322,jqx,3527
4323,wht,212
4324,txs,2850
4325,xjl,4612
4326,gxn,769
4327,ltx,3400
4328,jbz,4966
4329,dzp,3305
4330,kgn,1542
4331,gsy,2119
4332,bgy,2281
4333,pbt,923
4334,tkf,1802
4335,hrb,3809
4336,xrj,4104
4337,qqr,1726
4338,qlc,3685
4339,lzc,3556
4340,cqx,1350
4341,nrd,3406
4342,dcl,2904
4343,jrb,1120
4344,wnk,4481
4345,ysx,1024
4346,tgm,2604
4347,pzd,4778
4348,hcd,1075
4349,bnx,1548
4350,wgy,1391
4351,mmd,4949
4352,tfw,2191
4353,rws,1952
4354,cry,1303
4355,dxy,269
4356,wkn,2011
4357,hhp,2742
4358,grl,43
4359,xpc,2433
4360,hrh,2429
4361,mxr,2795
4362,mzh,317
4363,kyg,4335
4364,crx,4222
4365,ydx,3454
4366,jct,2006
4367,cbm,2275
4368,jyh,1173
4369,qlr,1407
4370,htt,1005
4371,fkz,1202
4372,crq,2606
4373,lry,2814
4374,dlr,2912
4375,wjr,3743
4376,kzy,4450
4377,kyg,3253
4378,rjx,221
4379,dxz,2187
4380,bpq,352
4381,lrl,3336
4382,rxh,1568
4383,mbb,3876
4384,ngm,783
4385,kfb,1129
4386,qzp,2716
4387,dtd,2266
4388,gdb,1751
4389,tty,365
4390,jkr,1585
4391,dpj,974
4392,lnx,2118
4393,ynd,2169
4394,mfw,244
4395,zdd,1212
4396,qcj,4943
4397,byf,4034
4398,kss,752
4399,qzk,4326
4400,rby,972
4401,tyw,1308
4402,ddh,2421
4403,cqc,4011
4404,lgf,4968
4405,mqw,4106
4406,mnr,887
4407,szn,4761
4408,ggr,4230
4409,rfz,1678
4410,yym,3003
4411,mxz,1568
4412,czk,2580
4413,mdn,1242
4414,pps,4507
4415,ybb,2064
4416,xhn,1699
4417,zld,1253
4418,ywm,2662
4419,yrj,1181
4420,hhy,330
4421,scp,1601
4422,blw,4083
4423,yyn,104
4424,kqr,4720
4425,rfc,1799
4426,yjl,2004
4427,sqb,3402
4428,xtb,2238
4429,rzw,2305
4430,fgj,4359
4431,xmf,4036
4432,hlz,2026
4433,yzt,4913
4434,sdy,3210
4435,xbw,340
4436,fgx,2909
4437,dcp,2453
4438,qnn,2223
4439,bbj,3352
4440,pfk,363
4441,fxj,170
4442,gbw,2233
4443,hkw,4784
4444,ygd,1397
4445,snx,2312
4446,kgs,3777
4447,wpc,3161
4448,nxr,4655
4449,pdw,4528
4450,gqt,4714
4451,njh,2268
4452,hxj,743
4453,wwm,1684
4454,pxn,4641
4455,yzj,4738
4456,rnb,1295
4457,rsm,3539
4458,wlj,3002
4459,ynp,3712
4460,jrl,4618
4461,njp,4876
4462,rbj,626
4463,cgb,2119
4464,tpk,2093
4465,blr,4375
4466,tys,1495
4467,plz,3068
4468,nwp,709
4469,zhg,2225
4470,msq,4102
4471,pcn,3979
4472,fwz,840
4473,tyb,3150
4474,qfj,2653
4475,lty,517
4476,fdq,125
4477,gmj,4564
4478,swr,1351
4479,crj,449
4480,xms,847
4481,dlx,2705
4482,wbf,368
4483,rjt,4463
4484,xgj,1002
4485,kkn,1272
4486,bzl,1743
4487,lxb,1030
4488,gwh,1756
4489,hht,2718
4490,xkb,1289
4491,sfc,1327
4492,crc,1802
4493,fcg,1076
4494,lyt,758
4495,hxy,776
4496,fmw,1484
4497,mnz,466
4498,pjp,1624
4499,kph,2525
4500,ygn,1888
4501,gjl,4426
4502,gmf,3737
4503,zrm,3815
4504,rzd,3101
4505,rbb,4841
4506,dfp,3771
4507,xfy,2440
4508,qxk,257
4509,dwj,2300
4510,qdr,3123
4511,xqm,2324
4512,pds,2111
4513,hfy,2201
4514,slg,1443
4515,ypk,617
4516,ctf,935
4517,kqc,2104
4518,nlr,3542
4519,wwb,188
4520,hfg,4273
4521,glm,4764
4522,kdd,1695
4523,pqf,4042
4524,kdk,1453
4525,mkg,3820
4526,wbr,2987
4527,wfs,3057
4528,yyz,818
4529,xcz,2857
4530,gms,3896
4531,ggh,1180
4532,ldy,4048
4533,jtj,1138
4534,czh,349
4535,fnk,2304
4536,wgz,3767
4537,dpm,369
4538,wlr,4136
4539,cdl,4720
4540,ldm,3537
4541,bbm,4690
4542,zsh,3431
4543,mzp,2992
4544,ycr,893
4545,gzy,3471
4546,njb,3962
4547,jrz,95
4548,dcn,2515
4549,pmp,699
4550,hjf,4627
4551,tnw,2055
4552,nsl,580
4553,tgt,3797
4554,sgw,4979
4555,wfq,3464
4556,cbn,1338
4557,tgp,3607
4558,qqx,2190
4559,sjr,1285
4560,sjz,770
4561,nqb,3886
4562,ydm,2124
4563,hsy,2931
4564,xbk,3484
4565,xkn,83
4566,wyx,76
4567,ycz,2107
4568,csq,1441
4569,qkf,3381
4570,pyb,2898
4571,xzf,4797
4572,kzs,2248
4573,fjf,2192
4574,kyg,1023
4575,grr,3624
4576,dyn,52
4577,wcm,2798
4578,mjz,375
4579,fyh,3451
4580,zpt,207
4581,fcx,2296
4582,zqs,3016
4583,mtc,3417
4584,jsw,540
4585,lwy,805
4586,jsg,1411
4587,dkm,3730
4588,wwm,2572
4589,bbd,1422
4590,grf,3355
4591,zdh,2537
4592,mqn,1416
4593,hfz,1923
4594,tsz,2379
4595,lbq,712
4596,ryd,4052
4597,ywq,1594
4598,smd,3907
4599,nzg,2040
4600,kpf,1210
4601,hfj,2087
4602,zns,3935
4603,ydd,3454
4604,wlk,1377
4605,zsl,4651
4606,nnb,4240
4607,wbr,570
4608,zjt,4557
4609,zwb,1505
4610,mts,4441
4611,zkw,354
4612,mmc,906
4613,jsq,1250
4614,cwl,559
4615,xwp,3734
4616,xsp,199
4617,wkd,2260
4618,gzq,3220
4619,ljj,4139
4620,gyt,3398
4621,jqw,3222
4622,hgp,3361
4623,hwt,3187
4624,wps,1350
4625,mdg,1478
4626,pty,2896
4627,dxn,4109
4628,tdl,535
4629,tkj,3655
4630,fyq,4901
4631,zbn,2445
4632,gfw,4672
4633,qbf,2931
4634,cmb,3403
4635,gyf,287
4636,wtr,3105
4637,rcs,1467
4638,fsb,3420
4639,tpb,1450
4640,fzl,1440
4641,fws,1542
4642,qnq,3485
4643,hgc,3955
4644,hsw,4715
4645,dzj,172
4646,fkz,3003
4647,zwp,1730
4648,lyx,1983
4649,bqj,3958
4650,rcs,3246
4651,qny,3008
4652,xkp,4708
4653,lhs,1241
4654,gcn,2240
4655,kjz,2040
4656,btf,4254
4657,qql,2431
4658,qlr,1223
4659,jpb,2270
4660,qry,1840
4661,kbt,2600
4662,czk,4813
4663,mqs,3997
4664,cwd,56
4665,gdr,1270
4666,gsm,21
4667,qtz,374
4668,llh,1582
4669,mym,1206
4670,pwd,1449
4671,rht,1215
4672,zdz,3155
4673,sxr,1378
4674,pwb,2840
4675,lbp,4127
4676,qkc,1226
4677,gkj,2390
4678,cnb,340
4679,stn,1368
4680,mss,2454
4681,hwz,2886
4682,xhc,3615
4683,rgx,455
4684,hrx,4698
4685,mqf,1763
4686,flh,233
4687,xnw,1362
4688,pmm,3527
4689,krz,3750
4690,tqn,768
4691,mdt,2521
4692,wtq,4544
4693,rtx,3995
4694,pnj,4057
4695,bgx,2529
4696,wrx,3419
4697,byc,4573
4698,rtr,4963
4699,btf,3944
4700,bwy,754
4701,wqy,3449
4702,mxc,3911
4703,dlq,3279
4704,xsk,3964
4705,fsz,2671
4706,gff,3541
4707,jdc,751
4708,wdj,4373
4709,jlz,3621
4710,skj,3547
4711,dzq,1914
4712,xxg,2505
4713,qgj,2814
4714,cgx,3352
4715,npr,2333
4716,zjs,3427
4717,gsy,260
4718,yrq,1094
4719,gbw,4441
4720,jjj,3332
4721,lnq,1236
4722,bjg,865
4723,fsd,817
4724,bww,706
4725,pdc,1479
4726,djt,410
4727,hfy,4875
4728,ytm,1297
4729,qkp,42
4730,spm,1685
4731,wns,4101
4732,fpf,2065
4733,krb,1846
4734,bfy,1399
4735,dsq,238
4736,qzw,2968
4737,zfp,2416
4738,glx,1087
4739,qkr,457
4740,myq,1469
4741,dhy,1548
4742,xrk,1010
4743,qwc,3169
4744,bgg,2674
4745,twh,1113
4746,kzj,3408
4747,nsd,4433
4748,qmb,3828
4749,cyk,3451
4750,hwr,4642
4751,ftm,3507
4752,hsp,1114
4753,byr,2545
4754,kjq,1299
4755,gny,3045
4756,yqt,4405
4757,wyq,3761
4758,fgm,3050
4759,bxh,4199
4760,qpc,4526
4761,bbs,1282
4762,fdl,2877
4763,rhm,1371
4764,gdr,1232
4765,djs,581
4766,ppm,3531
4767,ngn,3369
4768,rdm,460
4769,kqs,1924
4770,jnc,1256
4771,zbm,3573
4772,ncc,4965
4773,ytr,2129
4774,zny,3428
4775,dhm,3950
4776,csg,4749
4777,qpd,4647
4778,gzg,677
4779,fqx,2402
4780,lxl,3464
4781,pjs,1006
4782,drp,2763
4783,dhx,4292
4784,rzf,873
4785,dyy,2165
4786,njj,3342
4787,rck,2887
4788,yqs,2004
4789,syx,2102
4790,kkw,3468
4791,rsd,2886
4792,lzt,749
4793,rwn,4343
4794,hcs,2787
4795,dyr,252
4796,prp,3568
4797,crt,2113
4798,gsm,2595
4799,jpl,1942
4800,bpf,848
4801,wbm,2019
4802,hgj,2447
4803,rht,4668
4804,fyn,3588
4805,fkn,972
4806,gwd,2827
4807,lfm,2059
4808,zcy,271
4809,wws,3312
4810,kbj,4737
4811,wgm,1825
4812,byn,2260
4813,kth,1713
4814,nwf,1105
4815,txs,450
4816,xgm,1085
4817,tfp,4804
4818,ccn,1093
4819,xgw,3361
4820,bjh,3384
4821,zft,2893
4822,qkf,2654
4823,dxn,1991
4824,nss,353
4825,syg,1647
4826,ygn,4020
4827,mtx,3284
4828,kgz,3195
4829,hjk,3374
4830,nmh,1485
4831,tml,811
4832,txs,1778
4833,lch,1329
4834,tmz,3497
4835,hqq,4144
4836,nmr,2878
4837,mjt,4713
4838,mzj,712
4839,nmf,119
4840,tzj,170
4841,gyr,3884
4842,ymf,2471
4843,yfx,3455
4844,mbq,2949
4845,dyh,3557
4846,cwt,3344
4847,dmc,2626
4848,gpt,4103
4849,pyf,3459
4850,nwk,3642
4851,mbt,3551
4852,qcr,3878
4853,hcl,1596
4854,nls,146
4855,zlq,1642
4856,bcf,3429
4857,bsh,291
4858,mhz,1303
4859,bfj,2476
4860,ymj,4241
4861,byn,4235
4862,tqc,4123
4863,zcf,1466
4864,lyy,3392
4865,wfn,3798
4866,bcx,1618
4867,sdw,1393
4868,hmg,3135
4869,ygw,3008
4870,ntg,3891
4871,lgb,907
4872,fmg,3628
4873,rrp,4266
4874,rgj,254
4875,wmk,3863
4876,kqf,4747
4877,fhk,3515
4878,mjd,2091
4879,nts,4311
4880,fty,4646
4881,brt,2734
4882,ynn,4898
4883,wcs,2681
4884,kxw,2738
4885,hyx,3150
4886,snz,929
4887,pys,2019
4888,gbb,1591
4889,ckg,4976
4890,hcg,401
4891,pfl,606
4892,prw,3633
4893,xts,3809
4894,gdr,3974
4895,mpr,1052
4896,rxl,4576
4897,xwz,2231
4898,pzl,327
4899,dps,1968
4900,gpg,820
4901,dmx,727
4902,xny,358
4903,nwd,30
4904,jwq,2054
4905,fdz,4024
4906,gyc,727
4907,yrr,1499
4908,jhn,720
4909,wqn,1591
4910,gpt,2691
4911,tkb,382
4912,tkf,3377
4913,lgs,1795
4914,zrt,603
4915,qkh,554
4916,lqm,19
4917,xzn,3874
4918,krn,1204
4919,klh,901
4920,pfn,2057
4921,rly,2270
4922,kbt,3708
4923,lhr,559
4924,gys,282
4925,fpj,2413
4926,npf,4881
4927,wnj,1652
4928,pjj,839
4929,mmq,2919
4930,ykm,1178
4931,fzn,1227
4932,mky,4105
4933,lnn,197
4934,slh,3377
4935,pfq,2088
4936,btp,545
4937,yys,4086
4938,kzy,4612
4939,ytc,168
4940,xzr,3770
4941,xcq,3420
4942,dtp,1568
4943,jsy,1348
4944,twp,2041
4945,qxq,2277
4946,prq,29
4947,yrd,1574
4948,rmh,326
4949,dyf,38
4950,sgp,2795
4951,mnh,2381
4952,bnc,4712
4953,yxh,2720
4954,ntm,1673
4955,ytc,3761
4956,gry,1150
4957,bns,4038
4958,qrh,4357
4959,jzj,4991
4960,rdq,3766
4961,thw,4861
4962,dml,347
4963,hrk,742
4964,qqg,602
4965,nbn,2759
4966,ysl,3548
4967,kfb,2301
4968,ysh,1313
4969,tjz,4649
4970,crr,1794
4971,lld,4596
4972,bgg,1846
4973,ftp,4494
4974,mkb,866
4975,nrr,1321
4976,mwy,1833
4977,zym,447
4978,sgx,3178
4979,tqf,4489
4980,tqj,4975
4981,bqk,2884
4982,ftq,2300
4983,nbc,4216
4984,gwf,4227
4985,rfb,2120
4986,bzc,495
4987,hjj,4797
4988,msj,3574
4989,spj,1618
4990,ylx,3897
4991,dxb,4711
4992,nyd,1860
4993,djf,397
4994,qrp,3794
4995,tyk,1186
4996,gfp,3383
4997,byb,2478
4998,djq,4773
4999,kwg,303
5000,hcm,2360
5001,zlc,3852
5002,lqg,4418
5003,fpf,1303
5004,trn,2637
5005,xrr,4436
5006,xnp,1375
5007,ncm,3010
5008,myq,1468
5009,dcf,4178
5010,bxk,2638
5011,wkg,2174
5012,dwg,3131
5013,bdt,4481
5014,ltp,3630
5015,yss,154
5016,gnz,836
5017,mck,4408
5018,jry,4721
5019,swp,32
5020,qkh,2085
5021,mts,2481
5022,dws,510
5023,bkx,1774
5024,jct,2228
5025,zpq,1622
5026,fnc,4341
5027,wsf,3632
5028,myb,1938
5029,zfq,3857
5030,cpr,2541
5031,gyt,946
5032,lsn,2412
5033,sjy,4724
5034,gsp,2636
5035,ncj,2711
5036,wky,204
5037,flt,735
5038,bmp,1138
5039,fhr,4829
5040,msq,1565
5041,gng,2788
5042,jyb,2337
5043,gcs,637
5044,ztp,2538
5045,djs,114
5046,dss,37
5047,kmc,79
5048,nwm,115
5049,qxh,3973
5050,hlf,1536
5051,ctr,458
5052,spp,2033
5053,bhl,2725
5054,lsx,3784
5055,jgc,3544
5056,ntg,678
5057,rxf,4987
5058,pkf,2886
5059,qmt,1920
5060,fhh,3519
5061,zkr,1636
5062,xnk,286
5063,xyj,1557
5064,ypp,2837
5065,cjx,4781
5066,yyy,118
5067,jjs,98
5068,xzl,4168
5069,rkf,3913
5070,tfk,3615
5071,rkd,2843
5072,wgb,4213
5073,gwy,3266
5074,tnb,4244
5075,cnw,1902
5076,gtr,4073
5077,bbp,3090
5078,mhq,1561
5079,cqy,4593
5080,dht,4659
5081,qfc,172
5082,plp,1410
5083,mxg,2303
5084,ddt,1616
5085,kwy,4759
5086,bxr,2204
5087,dyc,3223
5088,bdd,1901
5089,lmc,1898
5090,yfc,2050
5091,qtl,2127
5092,pzq,1550
5093,bwn,1373
5094,gph,2138
5095,mtr,4432
5096,gzq,1247
5097,pbh,2728
5098,yjh,4401
5099,bby,3444
5100,dry,3304
5101,wfm,143
5102,qtt,2309
5103,hgs,4637
5104,try,1405
5105,wlc,4931
5106,pqn,2554
5107,lrb,3685
5108,scl,524
5109,xyx,3016
5110,xmm,736
5111,cmn,1264
5112,fdj,4414
5113,krh,4719
5114,hkp,4859
5115,wnx,4160
5116,blx,411
5117,bjl,846
5118,nzg,968
5119,mkn,950
5120,rqn,750
5121,pny,836
5122,tkj,3032
5123,zgz,3589
5124,zkg,1091
5125,wmn,277
5126,jmk,4068
5127,pbm,911
5128,gbf,3083
5129,mcz,2782
5130,chz,4583
5131,cnt,3598
5132,kxz,2268
5133,kbs,2449
5134,qps,2752
5135,dhn,951
5136,xmz,335
5137,jjm,2405
5138,qmn,1695
5139,zxx,580
5140,gmr,321
5141,bbz,4786
5142,ywg,4072
5143,fll,3472
5144,mrd,1154
5145,ytm,4653
5146,yhp,1635
5147,tnc,2314
5148,frs,2936
5149,zwt,3082
5150,llr,2744
5151,nyk,1673
5152,xdf,618
5153,lrl,1588
5154,kks,677
5155,yhr,2802
5156,nft,3470
5157,xyp,4025
5158,mpt,2195
5159,bnk,2573
5160,qkc,1633
5161,gkn,1769
5162,snm,303
5163,pst,2620
5164,hmc,251
5165,qzn,696
5166,mgg,441
5167,kpf,739
5168,kxq,4945
5169,qql,1471
5170,wnm,1751
5171,rmp,904
5172,czm,522
5173,gsr,3325
5174,ykg,1156
5175,tns,3510
5176,npj,983
5177,whx,2029
5178,qkh,1149
5179,ndy,3796
5180,pqt,2659
5181,thq,4644
5182,byk,1753
5183,hyn,2276
5184,rys,2348
5185,lbs,4215
5186,zxw,4523
5187,xgz,3473
5188,ryc,1529
5189,pqn,1553
5190,gtl,2197
5191,nhx,1980
5192,jbh,71
5193,njh,322
5194,nsl,3546
5195,qbd,2298
5196,yfy,3878
5197,nrh,3487
5198,hyx,3881
5199,xht,52
5200,jln,2267
5201,zds,498
5202,nsg,942
5203,dnm,1083
5204,gqj,1311
5205,pgw,985
5206,zrc,1423
5207,nqr,2936
5208,ppc,941
5209,kkd,1314
5210,ssn,2357
5211,npy,2707
5212,pbd,3058
5213,kzl,4953
5214,ddd,1698
5215,kyb,4907
5216,mqd,2598
5217,ztn,865
5218,qph,4930
5219,rxn,2932
5220,spm,4324
5221,xjp,1776
5222,znp,1070
5223,hjs,1183
5224,ssr,4296
5225,cgn,3991
5226,hqf,4170
5227,tqr,352
5228,kyj,3944
5229,bpc,1340
5230,jxb,1444
5231,ngx,1079
5232,spf,169
5233,gtl,1241
5234,mpl,1943
5235,bdx,4987
5236,tqc,1640
5237,jnh,484
5238,rqt,4054
5239,ygr,2430
5240,fmg,4279
5241,xxh,423
5242,mlc,2976
5243,slw,767
5244,bnj,3917
5245,hnm,2777
5246,byh,852
5247,bsp,827
5248,mcy,319
5249,jtt,4079
5250,ffy,2919
5251,smp,3345
5252,dmh,616
5253,rwg,3732
5254,dzd,4878
5255,xqm,412
5256,qtl,528
5257,yyk,3472
5258,jzc,4763
5259,qyw,2690
5260,zfz,1222
5261,jzd,4459
5262,gmf,2755
5263,myz,2688
5264,xfx,1220
5265,bbj,3845
5266,knx,4953
5267,lgy,922
5268,slk,4576
5269,qyr,3272
5270,qsq,4570
5271,pyn,185
5272,byd,2037
5273,hkb,3640
5274,hxy,3608
5275,qpb,3318
5276,ksq,101
5277,fyy,3367
5278,kzt,3347
5279,zmx,690
5280,tlg,2097
5281,lcd,4167
5282,bgr,206
5283,bkt,1666
5284,dyx,2526
5285,fnz,194
5286,jsh,3647
5287,rtz,2265
5288,qfx,1194
5289,ypq,1162
5290,dqt,2075
5291,djk,2603
5292,smq,1425
5293,pfd,1152
5294,cyg,4468
5295,sgn,3172
5296,rkq,2589
5297,dky,635
5298,dmj,992
5299,lfj,1167
5300,lrh,4397
5301,pzc,3230
5302,bks,1465
5303,bnj,2069
5304,ybj,2315
5305,fhy,3537
5306,rzt,3306
5307,ccr,3086
5308,zbf,4421
5309,qdd,3756
5310,sxf,196
5311,nhc,3998
5312,gnp,1167
5313,dld,2509
5314,fjn,4136
5315,drj,283
5316,rrd,2871
5317,fwq,1310
5318,drq,3207
5319,nst,3141
5320,rnb,1269
5321,gwm,469
5322,zdd,1860
5323,ytf,3336
5324,mjs,2339
5325,dyc,3422
5326,sfz,290
5327,pbb,3934
5328,hxw,3263
5329,cgw,3814
5330,mnz,2731
5331,jny,4961
5332,kcl,4019
5333,fky,4590
5334,xyy,4474
5335,ryr,1090
5336,sxr,1873
5337,yfn,3119
5338,kjm,1688
5339,gnh,2917
5340,dzl,3787
5341,dsh,138
5342,qrb,4826
5343,zpg,238
5344,pxx,4816
5345,lqg,2906
5346,ths,3510
5347,wmn,4929
5348,sxr,854
5349,hly,1226
5350,zcq,1818
5351,fcq,113
5352,cnk,3725
5353,cdl,243
5354,wrk,3459
5355,hnp,2923
5356,wsq,3252
5357,xct,1120
5358,kpm,3760
5359,bbp,872
5360,jqb,882
5361,pcq,3128
5362,hyt,217
5363,lqp,629
5364,ygd,289
5365,dlf,797
5366,zbg,775
5367,npq,4356
5368,bwz,4964
5369,dgr,1715
5370,hsj,3778
5371,zmj,1144
5372,rlk,2002
5373,lzg,194
5374,fkz,130
5375,dqs,3945
5376,dzz,4074
5377,zdr,3466
5378,rwp,1825
5379,hjx,3567
5380,mxn,2393
5381,dqs,2431
5382,jhd,2697
5383,wlp,4288
5384,tfz,3379
5385,cbb,1964
5386,bpq,825
5387,nyt,213
5388,jjf,3437
5389,mjc,4238
5390,gwg,315
5391,hkf,1384
5392,wlw,3085
5393,wdn,2695
5394,sft,3415
5395,qhf,3797
5396,qbz,298
5397,szr,3177
5398,ccc,4993
5399,rkh,4979
5400,qxl,3440
5401,fqs,4807
5402,trl,664
5403,ktx,102
5404,tnb,3969
5405,xgl,2771
5406,fgl,2479
5407,tfq,2176
5408,zqb,3340
5409,tzw,3244
5410,twd,941
5411,pfl,4777
5412,kdk,4320
5413,kbl,4026
5414,dtm,905
5415,zkj,2082
5416,yrj,973
5417,hkn,4317
5418,hxc,3531
5419,swp,3005
5420,jty,4066
5421,hlb,4960
5422,nrx,1964
5423,pkr,1759
5424,nmf,1929
5425,bdw,1614
5426,bcd,1359
5427,dhj,4927
5428,wpq,2841
5429,cdy,2552
5430,bmp,3614
5431,yrp,2674
5432,lct,2161
5433,dzd,4003
5434,mmr,1583
5435,kjl,2214
5436,nsm,3529
5437,fxw,3917
5438,xdj,2993
5439,wmw,2704
5440,krm,4425
5441,wcy,4716
5442,mll,2367
5443,hbh,1104
5444,ktd,1160
5445,mhp,2160
5446,ctd,2725
5447,lgw,1082
5448,dwn,800
5449,yym,107
5450,hck,1878
5451,lmt,1571
5452,mwp,2183
5453,dbh,2164
5454,smt,3697
5455,zkb,3239
5456,lpx,516
5457,clw,4597
5458,chm,3510
5459,dgx,4540
5460,qpz,2270
5461,lcz,236
5462,bll,4043
5463,dnw,2783
5464,wbs,1108
5465,xkm,2037
5466,dmd,560
5467,ydd,3001
5468,pjf,3596
5469,mky,1430
5470,bxk,4075
5471,nqr,4385
5472,shq,3974
5473,pbf,3067
5474,dsg,1636
5475,pnd,3149
5476,thc,4834
5477,wqp,1576
5478,tff,3507
5479,ccd,1153
5480,fyh,1643
5481,zps,4927
5482,lgk,3607
5483,xdh,1730
5484,cdg,3670
5485,bfr,1020
5486,frt,3949
5487,stn,1502
5488,ptt,684
5489,kks,3593
5490,brk,2679
5491,fkq,1914
5492,nwt,4621
5493,msk,585
5494,qqt,4774
5495,bjb,1826
5496,nrk,2740
5497,kry,2801
5498,pmm,4484
5499,dcc,2421
5500,cxz,4514
5501,zzc,4448
5502,rsw,3090
5503,ntf,2103
5504,xbw,1381
5505,twj,1235
5506,fch,4364
5507,qkj,59
5508,nyp,1314
5509,ssq,2113
5510,gdx,4575
5511,xhl,4841
5512,gsm,2039
5513,phn,2592
5514,pcy,3471
5515,zhw,631
