"PRODUCT_ID","PRODUCT_NAME","DESCRIPTION","STANDARD_COST","LIST_PRICE","CATEGORY_ID"
43,"Asus MAXIMUS IX CODE","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",26615,29898,4
134,"Asus Sabertooth 990FX","CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",25231,29572,4
140,"MSI X99A WORKSTATION","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",23995,28997,4
144,"Intel DG43RK","CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",21969,28979,4
145,"Asus VANGUARD B85","CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",2581,287,4
146,"EVGA Z270 Classified K","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",23426,28398,4
147,"EVGA Classified","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",24062,28398,4
148,"MSI Z270 XPOWER GAMING TITANIUM","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",21269,28298,4
149,"ASRock X299 Taichi","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",21436,28298,4
150,"MSI X299 TOMAHAWK ARCTIC","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",22392,28198,4
151,"Supermicro X10SAT-O","CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",20708,28197,4
152,"Gigabyte X299 AORUS Gaming 3","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",22748,28098,4
180,"Supermicro MBD-X10DAL-I-O","CPU:LGA2011-3 x 2,Form Factor:ATX,RAM Slots:8,Max RAM:512GB",23928,27999,4
268,"Western Digital WD10EZEX","Series:Caviar Blue,Type:7200RPM,Capacity:1TB,Cache:64MB",3583,4788,5
24,"Seagate ST2000DM006","Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",4793,6689,5
25,"Samsung MZ-75E250B/AM","Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",8798,10488,5
26,"Samsung MZ-75E500B/AM","Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",15781,17809,5
104,"SanDisk SDSSDA-240G-G26","Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",611,8388,5
135,"Samsung MZ-V6E250","Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",9298,12788,5
284,"Kingston SA400S37/120G","Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",4063,5499,5
285,"Samsung MZ-75E1T0B/AM","Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",26023,33999,5
286,"Samsung MZ-V6E500","Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",20962,234,5
22,"Seagate ST3000DM008","Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",6163,8361,5
23,"Western Digital WDS250G1B0A","Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",7254,8989,5
33,"ADATA ASU800SS-128GT-C","Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",3778,5265,5
44,"Seagate ST1000DM010","Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",4218,4937,5
49,"Samsung MZ-75E4T0B","Series:850 EVO,Type:SSD,Capacity:4TB,Cache:4GB",115364,149999,5
50,"Intel SSDPECME040T401","Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",712366,886799,5
130,"Western Digital WD2003FZEX","Series:BLACK SERIES,Type:7200RPM,Capacity:2TB,Cache:64MB",9176,11745,5
131,"Samsung MZ-V6P512BW","Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",22399,27999,5
139,"Hitachi HUS724030ALE641","Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",5403,6592,5
208,"Samsung MZ-V6P2T0BW","Series:960 Pro,Type:SSD,Capacity:2TB,Cache:2GB",84011,119999,5
229,"Seagate ST10000DM0004","Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB",28423,39999,5
230,"ADATA ASU800SS-512GT-C","Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",11329,13669,5
231,"Samsung MZ-V6E1T0","Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",35806,44999,5
232,"Western Digital WD1003FZEX","Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",6176,7089,5
233,"SanDisk SDSSDA-120G-G26","Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",527,5999,5
234,"Crucial CT525MX300SSD1","Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",13559,15099,5
235,"Hitachi A7K1000-1000","Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",2994,4199,5
253,"Samsung MZ-V6P1T0BW","Series:960 Pro,Type:SSD,Capacity:1TB,Cache:1GB",46649,57999,5
254,"Samsung MZ-7KE256BW","Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",9719,11999,5
255,"Seagate ST2000DX002","Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",6448,9099,5
256,"Western Digital WD5000AACS","Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",2014,2699,5
257,"SanDisk SDSSDHII-240G-G25","Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",7339,8495,5
258,"PNY SSD7CS1311-120-RB","Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",5059,5798,5
259,"PNY SSD9SC240GMDA-RB","Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",584,8072,5
260,"Crucial CT1050MX300SSD1","Series:MX300,Type:SSD,Capacity:11TB,Cache:N/A",19252,26799,5
263,"Western Digital WDS250G1B0B","Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",7071,8999,5
264,"Samsung MZ-75E120B/AM","Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",7441,8899,5
280,"Western Digital WDS500G1B0B","Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",10689,14988,5
60,"Hitachi HUA723020ALA640","Series:Ultrastar 7K3000,Type:7200RPM,Capacity:2TB,Cache:64MB",4518,5999,5
94,"Western Digital WD2500AVVS","Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",1263,1555,5
99,"Seagate ST1000DX002","Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",5541,6806,5
100,"Crucial CT275MX300SSD1","Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",7921,9788,5
168,"Seagate ST31000340NS - FFP","Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",344,4399,5
273,"Western Digital WD101KRYZ","Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",31396,44364,5
55,"Crucial CT525MX300SSD4","Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",12192,15099,5
56,"Western Digital WD2500AAJS","Series:Caviar Blue,Type:7200RPM,Capacity:250GB,Cache:8MB",1523,1699,5
57,"Western Digital WD20EZRZ","Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",5801,6734,5
95,"Western Digital WDS256G1X0C","Series:Black PCIe,Type:SSD,Capacity:256GB,Cache:N/A",8587,10999,5
96,"SanDisk SDSSDHII-480G-G25","Series:Ultra II,Type:SSD,Capacity:480GB,Cache:N/A",10262,14156,5
97,"Kingston SV300S37A/120G","Series:SSDNow V300 Series,Type:SSD,Capacity:120GB,Cache:N/A",4593,5987,5
